mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
233-155990-0023_5514-19193-0007,233,M,5514,F
19-198-0030_2764-36619-0018,19,F,2764,F
1898-145724-0009_6818-76332-0019,1898,F,6818,F
103-1241-0043_3214-167607-0036,103,F,3214,M
1970-26100-0008_839-130898-0006,1970,F,839,M
1040-133433-0007_3242-67153-0011,1040,M,3242,M
7800-283492-0012_2196-170379-0013,7800,F,2196,F
8797-294123-0074_3242-67168-0009,8797,M,3242,M
458-126294-0008_3240-131231-0007,458,M,3240,M
8238-283452-0038_839-130898-0039,8238,F,839,M
4859-26870-0008_4362-15663-0010,4859,M,4362,F
1723-141149-0062_6081-42010-0007,1723,M,6081,M
3440-171009-0011_78-369-0017,3440,F,78,M
3436-172171-0057_2391-145015-0106,3436,M,2391,F
8238-283452-0001_3879-173592-0005,8238,F,3879,F
4137-11702-0016_6019-3185-0080,4137,F,6019,M
5703-47212-0030_3699-19402-0030,5703,M,3699,M
441-130108-0003_2911-7601-0023,441,F,2911,M
5652-19215-0027_7067-76048-0054,5652,F,7067,M
5778-12761-0028_254-127705-0035,5778,F,254,M
322-124147-0029_2911-12359-0018,322,F,2911,M
3214-167602-0007_7367-86737-0015,3214,M,7367,M
2910-131096-0052_7278-104730-0010,2910,F,7278,M
5703-47212-0024_87-121553-0096,5703,M,87,F
7178-34644-0024_3699-19402-0024,7178,F,3699,M
5778-12761-0037_8419-286676-0028,5778,F,8419,M
5808-48608-0031_6848-252323-0028,5808,M,6848,M
2836-5355-0032_5808-48608-0010,2836,F,5808,M
2136-5147-0009_1116-137572-0004,2136,M,1116,F
4267-287369-0029_196-122152-0011,4267,M,196,M
1081-125237-0069_2843-152918-0042,1081,M,2843,M
426-122821-0001_4018-107312-0035,426,F,4018,M
6064-56165-0033_3879-174923-0057,6064,F,3879,F
1737-142396-0015_211-122425-0023,1737,F,211,F
3112-9555-0007_32-21631-0015,3112,F,32,F
5678-43301-0010_226-131532-0000,5678,M,226,F
1081-128618-0009_1363-135842-0028,1081,M,1363,F
27-124992-0002_458-126290-0003,27,M,458,M
405-130894-0032_1088-129236-0029,405,M,1088,F
696-93314-0010_6367-65536-0068,696,F,6367,M
1926-143879-0029_405-130895-0008,1926,F,405,M
7505-258958-0028_19-227-0044,7505,M,19,F
8238-274553-0072_1970-26100-0015,8238,F,1970,F
2092-145706-0025_4406-16882-0025,2092,F,4406,M
7278-246956-0009_3168-173564-0014,7278,M,3168,M
7059-77897-0010_5778-54535-0003,7059,F,5778,F
7226-86965-0001_911-128684-0016,7226,M,911,M
3486-166446-0030_6064-300880-0017,3486,M,6064,F
1553-140047-0046_3235-28433-0049,1553,F,3235,F
125-121124-0047_1116-132847-0008,125,F,1116,F
2911-12359-0025_4195-17507-0034,2911,M,4195,F
730-359-0041_5456-62043-0001,730,F,5456,M
2514-149482-0079_6529-62554-0005,2514,M,6529,M
5867-48852-0018_7505-258964-0038,5867,F,7505,M
909-131044-0033_60-121082-0051,909,M,60,M
1034-121119-0077_587-54108-0043,1034,M,587,F
2092-145709-0001_5789-70653-0016,2092,F,5789,F
6000-86686-0014_6272-70168-0029,6000,F,6272,F
3879-174923-0056_7367-86737-0030,3879,F,7367,M
2817-142380-0020_4214-7146-0016,2817,F,4214,F
2989-138035-0024_2092-145706-0003,2989,F,2092,F
8226-274371-0050_248-130697-0000,8226,M,248,F
1246-124550-0016_2289-152258-0038,1246,F,2289,M
7178-34644-0012_250-142286-0012,7178,F,250,F
307-127539-0019_8123-275209-0026,307,M,8123,F
322-124147-0019_5104-33406-0044,322,F,5104,M
5456-62014-0010_332-128985-0054,5456,M,332,M
1455-134435-0007_1594-135914-0110,1455,M,1594,M
5393-19219-0062_1743-142913-0005,5393,F,1743,M
2518-154825-0050_4859-29340-0013,2518,M,4859,M
3440-171006-0011_587-54108-0006,3440,F,587,F
3807-4955-0039_4788-94904-0008,3807,M,4788,M
2910-131096-0091_103-1241-0027,2910,F,103,F
289-121652-0031_2002-139469-0070,289,F,2002,M
6880-216547-0050_3857-180923-0004,6880,M,3857,M
302-123516-0023_1040-133433-0060,302,F,1040,M
1594-135914-0068_1723-141149-0106,1594,M,1723,M
8747-293952-0096_6147-34606-0022,8747,M,6147,F
7078-271888-0067_8629-261139-0036,7078,F,8629,M
8063-274117-0013_3699-175950-0008,8063,M,3699,M
8324-286682-0042_248-130697-0026,8324,F,248,F
4214-7146-0044_6880-216547-0096,4214,F,6880,M
8095-274346-0030_8770-295463-0005,8095,M,8770,M
254-145458-0021_289-121652-0001,254,M,289,F
3168-173564-0000_730-360-0008,3168,M,730,F
405-130894-0044_1867-148436-0027,405,M,1867,M
1183-133256-0005_196-122152-0028,1183,F,196,M
5163-39921-0054_2952-410-0008,5163,F,2952,M
27-123349-0011_1363-135842-0010,27,M,1363,F
2893-139322-0030_8063-274112-0009,2893,M,8063,M
4481-17498-0018_831-130739-0012,4481,F,831,M
8797-294123-0073_5808-54425-0024,8797,M,5808,M
8108-274318-0020_8629-261140-0037,8108,M,8629,M
3983-5331-0042_7059-77900-0037,3983,F,7059,F
4788-94904-0036_4830-25898-0028,4788,M,4830,M
7635-105661-0047_19-227-0050,7635,F,19,F
8123-275216-0030_4160-11550-0021,8123,F,4160,F
3526-175658-0011_5049-25947-0083,3526,F,5049,M
3982-178459-0014_7800-283478-0017,3982,F,7800,F
1723-141149-0017_78-368-0005,1723,M,78,M
8312-279791-0003_1363-139304-0014,8312,F,1363,F
5789-57195-0007_3440-171006-0024,5789,F,3440,F
1098-133695-0049_226-122538-0008,1098,F,226,F
4680-16041-0000_3242-67153-0005,4680,F,3242,M
5703-47198-0021_1069-133709-0044,5703,M,1069,F
696-93314-0029_2518-154826-0017,696,F,2518,M
839-130898-0069_6181-216552-0023,839,M,6181,M
481-123720-0011_4898-28461-0019,481,M,4898,M
1040-133433-0061_5049-25947-0002,1040,M,5049,M
6019-3185-0065_8770-295463-0000,6019,M,8770,M
6531-61334-0092_441-128982-0004,6531,F,441,F
4788-294466-0023_4680-16042-0000,4788,M,4680,F
2817-142371-0044_8324-286683-0033,2817,F,8324,F
4088-158077-0032_6880-216547-0030,4088,F,6880,M
4014-186183-0009_2514-149482-0032,4014,M,2514,M
7190-90542-0034_8838-298545-0021,7190,M,8838,M
6209-34599-0037_4340-15220-0084,6209,M,4340,F
4481-17499-0027_198-126831-0033,4481,F,198,F
2436-2481-0030_8095-274348-0015,2436,M,8095,M
7859-102519-0036_6019-3185-0098,7859,F,6019,M
8226-274369-0053_1841-179183-0020,8226,M,1841,F
1116-137572-0015_5049-25947-0022,1116,F,5049,M
2911-12359-0002_8580-287363-0012,2911,M,8580,M
27-123349-0000_289-121665-0008,27,M,289,F
2691-156750-0018_233-134440-0058,2691,F,233,M
3607-135982-0041_6078-54007-0008,3607,M,6078,F
8108-280354-0020_2092-145706-0042,8108,M,2092,F
2518-154825-0055_7367-86737-0076,2518,M,7367,M
6880-216547-0008_1963-142776-0010,6880,M,1963,F
118-47824-0064_2092-145706-0075,118,M,2092,F
6925-80680-0070_6209-34601-0024,6925,M,6209,M
1723-141149-0093_3235-11599-0015,1723,M,3235,F
3723-171631-0010_4195-17507-0037,3723,M,4195,F
4340-15220-0038_4788-94904-0002,4340,F,4788,M
5049-25947-0079_4137-11702-0040,5049,M,4137,F
1841-159771-0009_200-124140-0012,1841,F,200,F
6437-66173-0027_163-122947-0020,6437,M,163,M
7517-100442-0006_4214-7146-0041,7517,F,4214,F
3214-167602-0035_1263-138246-0034,3214,M,1263,F
6209-34601-0032_163-122947-0072,6209,M,163,M
5561-41615-0019_4297-13009-0060,5561,F,4297,F
3526-176651-0005_2764-36619-0023,3526,F,2764,F
1183-133256-0015_7402-59171-0009,1183,F,7402,M
332-128985-0017_2893-139310-0018,332,M,2893,M
7800-283493-0020_8312-279791-0022,7800,F,8312,F
1743-142912-0028_7226-86964-0026,1743,M,7226,M
6437-66172-0006_481-123719-0020,6437,M,481,M
3526-175658-0034_7059-77900-0041,3526,F,7059,F
328-129766-0011_201-127786-0018,328,F,201,M
8419-286667-0027_4051-10927-0017,8419,M,4051,F
4441-76262-0009_26-495-0041,4441,M,26,M
5049-25947-0057_1069-133699-0023,5049,M,1069,F
8465-246947-0006_78-368-0031,8465,F,78,M
201-122255-0011_3440-171009-0051,201,M,3440,F
5688-15787-0026_481-123719-0004,5688,F,481,M
3607-29116-0013_1624-142933-0034,3607,M,1624,M
2007-149877-0005_198-129977-0016,2007,F,198,F
4441-76250-0024_8226-274369-0030,4441,M,8226,M
8108-274318-0047_2136-5147-0017,8108,M,2136,M
6272-70191-0026_2182-150130-0000,6272,F,2182,F
1594-135914-0075_4813-248641-0026,1594,M,4813,M
298-126791-0010_412-126975-0014,298,F,412,M
328-129766-0060_2843-152918-0088,328,F,2843,M
5192-19396-0012_3664-178355-0006,5192,M,3664,M
6529-62556-0032_2514-149482-0056,6529,M,2514,M
1355-39947-0029_1723-141149-0096,1355,M,1723,M
4214-7146-0075_2436-2481-0015,4214,F,2436,M
6078-54013-0012_1737-142396-0010,6078,F,1737,F
6181-216552-0064_7402-90848-0048,6181,M,7402,M
2436-2476-0031_332-128985-0047,2436,M,332,M
7178-34644-0062_3857-182315-0040,7178,F,3857,M
7059-88364-0021_19-227-0062,7059,F,19,F
3436-172162-0015_3235-28433-0005,3436,M,3235,F
7635-105661-0019_7794-295947-0016,7635,F,7794,F
8425-291444-0011_696-93314-0055,8425,M,696,F
4051-10927-0027_307-127539-0000,4051,F,307,M
3259-158083-0026_5561-41616-0000,3259,F,5561,F
5104-33407-0044_7178-34645-0007,5104,M,7178,F
625-132112-0054_5163-39921-0024,625,M,5163,F
625-132112-0031_426-122822-0012,625,M,426,F
6078-54013-0014_7264-92316-0033,6078,F,7264,M
3664-178355-0004_7517-100437-0027,3664,M,7517,F
8797-294123-0008_374-180299-0034,8797,M,374,M
405-130895-0016_39-121914-0039,405,M,39,F
1040-133433-0010_4340-15220-0009,1040,M,4340,F
7511-102420-0027_5192-19397-0005,7511,F,5192,M
831-130739-0042_1040-133433-0058,831,M,1040,M
4214-7146-0054_233-155990-0002,4214,F,233,M
7505-258964-0024_5104-33407-0016,7505,M,5104,M
32-21634-0005_7780-274562-0086,32,F,7780,F
3235-28433-0013_332-128985-0019,3235,F,332,M
4481-17499-0025_5463-39173-0058,4481,F,5463,M
2182-181173-0022_7780-274562-0058,2182,F,7780,F
6367-65536-0042_2514-149482-0084,6367,M,2514,M
6064-300880-0021_696-93314-0033,6064,F,696,F
8095-274346-0014_3857-182315-0027,8095,M,3857,M
1183-128659-0011_211-122425-0020,1183,F,211,F
289-121652-0038_3983-5331-0051,289,F,3983,F
6272-70191-0025_4406-16882-0016,6272,F,4406,M
5789-57158-0004_2952-407-0010,5789,F,2952,M
7517-100437-0012_7148-59157-0030,7517,F,7148,F
1263-141777-0025_2384-152900-0060,1263,F,2384,M
4362-15663-0054_8312-279790-0013,4362,F,8312,F
78-368-0032_125-121124-0059,78,M,125,F
125-121342-0015_1081-128618-0013,125,F,1081,M
6437-66172-0032_2007-132570-0049,6437,M,2007,F
302-123516-0020_298-126791-0063,302,F,298,F
1867-148436-0008_5393-19219-0061,1867,M,5393,F
4340-15220-0033_7447-91187-0004,4340,F,7447,M
1841-179183-0017_6081-41997-0035,1841,F,6081,M
4160-11550-0001_8580-287364-0024,4160,F,8580,M
2952-408-0000_1183-133255-0009,2952,M,1183,F
3235-28433-0035_3830-12535-0018,3235,F,3830,M
4813-248638-0030_6848-76049-0029,4813,M,6848,M
8797-294123-0026_3214-167606-0008,8797,M,3214,M
8468-294887-0033_2391-145015-0030,8468,F,2391,F
7113-86041-0078_2007-132570-0008,7113,F,2007,F
4088-158079-0000_6437-66172-0022,4088,F,6437,M
4680-16026-0001_4014-186183-0030,4680,F,4014,M
1553-140048-0044_7059-88364-0008,1553,F,7059,F
1447-130551-0029_4859-26870-0022,1447,F,4859,M
3168-173564-0007_5808-48608-0036,3168,M,5808,M
1355-39947-0012_1116-132847-0028,1355,M,1116,F
3486-166424-0024_7505-258964-0032,3486,M,7505,M
248-130697-0022_4830-25898-0042,248,F,4830,M
7278-246956-0012_32-4137-0024,7278,M,32,F
1970-26100-0035_5867-48852-0064,1970,F,5867,F
8098-278252-0003_8609-283227-0066,8098,M,8609,M
2817-142371-0070_2952-410-0054,2817,F,2952,M
2989-138028-0024_201-127786-0030,2989,F,201,M
6836-61803-0014_5789-70653-0005,6836,M,5789,F
1743-142912-0003_4014-186179-0032,1743,M,4014,M
8324-286682-0016_4853-29413-0016,8324,F,4853,F
3440-171006-0020_7190-90542-0049,3440,F,7190,M
7517-100429-0001_2836-5355-0048,7517,F,2836,F
3526-176653-0021_302-123516-0033,3526,F,302,F
1624-168623-0021_27-124992-0009,1624,M,27,M
6563-285357-0010_8747-293952-0103,6563,M,8747,M
4441-76250-0012_6415-100596-0034,4441,M,6415,F
8324-286682-0025_441-130108-0034,8324,F,441,F
39-121914-0051_6081-42010-0015,39,F,6081,M
4267-78186-0007_7113-86041-0096,4267,M,7113,F
426-122819-0027_1926-143879-0037,426,F,1926,F
2843-152918-0084_3214-167607-0011,2843,M,3214,M
481-123720-0037_6531-61334-0023,481,M,6531,F
2384-152900-0078_78-368-0012,2384,M,78,M
831-130746-0029_4640-19187-0040,831,M,4640,F
1263-141777-0011_5456-62043-0033,1263,F,5456,M
5678-43302-0017_4014-186183-0006,5678,M,4014,M
6272-70171-0029_3982-178459-0018,6272,F,3982,F
8419-286667-0006_6531-61334-0110,8419,M,6531,F
6531-61334-0078_6078-54013-0078,6531,F,6078,F
7278-104730-0021_587-41619-0000,7278,M,587,F
3830-12530-0039_7800-283492-0023,3830,M,7800,F
8238-274553-0019_8629-261140-0041,8238,F,8629,M
1594-135914-0025_7178-34644-0032,1594,M,7178,F
3982-182255-0032_6000-55211-0048,3982,F,6000,F
6000-55211-0014_3112-9555-0029,6000,F,3112,F
6563-285357-0034_374-180298-0001,6563,M,374,M
4297-13006-0042_5778-54535-0038,4297,F,5778,F
1970-28415-0004_332-128985-0011,1970,F,332,M
1447-130552-0019_4853-29413-0025,1447,F,4853,F
1624-142933-0044_201-127786-0062,1624,M,201,M
6367-74004-0024_441-130108-0012,6367,M,441,F
332-128985-0035_4051-10927-0021,332,M,4051,F
8098-275181-0020_3440-171006-0000,8098,M,3440,F
3374-298032-0029_2817-142371-0045,3374,M,2817,F
6880-216547-0068_374-180299-0032,6880,M,374,M
3235-11599-0009_1553-140048-0031,3235,F,1553,F
2691-156745-0029_5456-58161-0001,2691,F,5456,M
201-127786-0025_5339-14133-0018,201,M,5339,F
5652-39938-0005_5163-18515-0027,5652,F,5163,F
233-134440-0007_2391-145015-0079,233,M,2391,F
6000-55211-0020_4014-186176-0013,6000,F,4014,M
4267-72637-0030_8419-293469-0004,4267,M,8419,M
7800-283493-0031_426-122821-0010,7800,F,426,F
2289-152254-0020_1355-39947-0060,2289,M,1355,M
1553-140047-0016_8747-293952-0091,1553,F,8747,M
1355-39947-0070_1246-135815-0020,1355,M,1246,F
4214-7146-0036_2391-145015-0091,4214,F,2391,F
2391-145015-0067_5867-48852-0095,2391,F,5867,F
587-41619-0011_7178-34645-0018,587,F,7178,F
3830-12531-0024_6848-252323-0040,3830,M,6848,M
3235-11599-0000_441-128988-0031,3235,F,441,F
3607-29116-0005_302-123523-0001,3607,M,302,F
8051-119902-0003_8088-284756-0101,8051,F,8088,M
887-123289-0007_2764-36616-0029,887,F,2764,F
2893-139310-0047_5390-30096-0032,2893,M,5390,M
1088-134315-0014_3112-9555-0078,1088,F,3112,F
328-129766-0090_412-126975-0090,328,F,412,M
40-222-0043_2436-2477-0013,40,F,2436,M
211-122442-0001_6818-68772-0009,211,F,6818,F
8425-292520-0022_403-128339-0007,8425,M,403,F
125-121124-0079_1263-139804-0013,125,F,1263,F
6147-34607-0011_403-128339-0034,6147,F,403,F
4788-294466-0008_1455-134435-0021,4788,M,1455,M
254-127705-0011_6367-74004-0017,254,M,6367,M
8770-295465-0026_8108-274318-0002,8770,M,8108,M
7367-86737-0045_7302-86814-0025,7367,M,7302,F
150-126112-0014_8051-119902-0024,150,F,8051,F
3486-166424-0072_3168-173565-0013,3486,M,3168,M
3699-19401-0018_426-122821-0029,3699,M,426,F
118-47824-0023_7505-258958-0019,118,M,7505,M
201-127786-0013_5867-48852-0031,201,M,5867,F
5750-100289-0004_5192-19396-0006,5750,M,5192,M
730-359-0015_7635-105409-0055,730,F,7635,F
2843-152918-0023_7190-90542-0076,2843,M,7190,M
2952-410-0021_39-121916-0022,2952,M,39,F
7800-283493-0028_26-495-0063,7800,F,26,M
8095-274348-0001_5652-19215-0010,8095,M,5652,F
7067-76048-0007_8088-284756-0015,7067,M,8088,M
1040-133433-0042_6531-61334-0106,1040,M,6531,F
4441-76263-0031_289-121652-0029,4441,M,289,F
8088-284756-0058_5393-19218-0061,8088,M,5393,F
8747-293952-0092_6147-34607-0014,8747,M,6147,F
8108-274318-0041_8747-293952-0015,8108,M,8747,M
2416-152139-0072_322-124146-0005,2416,F,322,F
163-122947-0048_3607-135982-0017,163,M,3607,M
5688-41232-0048_8238-274553-0045,5688,F,8238,F
2843-152918-0082_1898-145702-0001,2843,M,1898,F
1040-133433-0049_150-126107-0010,1040,M,150,F
2911-15045-0002_298-126790-0012,2911,M,298,F
4859-29340-0021_1970-26100-0023,4859,M,1970,F
5652-39938-0060_5561-41615-0046,5652,F,5561,F
103-1240-0027_3983-5331-0005,103,F,3983,F
6181-216552-0031_6563-285357-0039,6181,M,6563,M
3214-167607-0022_8975-270782-0033,3214,M,8975,F
6081-42010-0011_6818-68772-0025,6081,M,6818,F
5867-48852-0019_6925-80680-0027,5867,F,6925,M
4830-25898-0018_3982-178459-0009,4830,M,3982,F
1183-128659-0002_3112-9555-0005,1183,F,3112,F
8609-283227-0063_8238-274553-0029,8609,M,8238,F
6476-96661-0003_6272-70171-0020,6476,F,6272,F
2514-149482-0107_5678-43303-0003,2514,M,5678,M
405-130894-0070_8770-295462-0014,405,M,8770,M
150-126112-0003_1363-139304-0041,150,F,1363,F
4481-17498-0004_909-131045-0011,4481,F,909,M
4340-15220-0021_5688-41232-0054,4340,F,5688,F
405-130894-0015_103-1241-0004,405,M,103,F
211-122442-0035_7367-86737-0118,211,F,7367,M
8226-274371-0046_3879-174923-0040,8226,M,3879,F
5022-29411-0009_3168-173565-0039,5022,F,3168,M
150-126112-0025_403-128339-0035,150,F,403,F
4051-11217-0009_1502-122619-0057,4051,F,1502,F
5778-54535-0002_2196-170151-0016,5778,F,2196,F
7402-59171-0018_7517-100437-0031,7402,M,7517,F
8014-112602-0001_7148-82991-0013,8014,F,7148,F
8324-286681-0005_5393-19218-0027,8324,F,5393,F
6000-55211-0028_332-128985-0038,6000,F,332,M
8051-295385-0017_458-126294-0015,8051,F,458,M
2007-149877-0016_446-123502-0009,2007,F,446,M
118-121721-0014_2384-152900-0037,118,M,2384,M
6000-55211-0047_2159-179156-0021,6000,F,2159,M
374-180299-0007_4441-76262-0003,374,M,4441,M
4441-76250-0033_2691-156755-0001,4441,M,2691,F
4813-248641-0000_587-54108-0003,4813,M,587,F
1235-135887-0012_7067-76048-0040,1235,M,7067,M
4137-11702-0057_6880-216547-0109,4137,F,6880,M
1098-133695-0010_2182-181183-0011,1098,F,2182,F
1455-134435-0032_289-121665-0001,1455,M,289,F
39-121916-0011_887-123289-0023,39,F,887,F
3374-298026-0041_3699-175950-0002,3374,M,3699,M
3235-28452-0023_4014-186179-0006,3235,F,4014,M
1743-142914-0017_403-126855-0023,1743,M,403,F
4830-25898-0009_887-123290-0026,4830,M,887,F
1098-133695-0064_7794-295947-0033,1098,F,7794,F
426-122819-0017_7190-90542-0065,426,F,7190,M
831-130746-0027_7302-86814-0017,831,M,7302,F
298-126791-0044_405-130895-0029,298,F,405,M
4640-19188-0033_7517-100442-0022,4640,F,7517,F
1355-39947-0078_5778-54535-0048,1355,M,5778,F
1502-122619-0062_6415-116629-0002,1502,F,6415,F
7190-90542-0011_6454-120342-0007,7190,M,6454,M
3440-171009-0003_1246-135815-0012,3440,F,1246,F
8629-261140-0012_26-495-0062,8629,M,26,M
1553-140048-0034_5652-19215-0020,1553,F,5652,F
201-122255-0040_2002-139469-0050,201,M,2002,M
374-180298-0046_2289-152258-0025,374,M,2289,M
1723-141149-0027_3807-4923-0044,1723,M,3807,M
7800-283478-0012_5678-43301-0011,7800,F,5678,M
5808-48608-0051_7067-76047-0004,5808,M,7067,M
226-122538-0028_4051-11217-0013,226,F,4051,F
5789-70653-0032_8770-295465-0007,5789,F,8770,M
4267-72637-0035_6531-61334-0071,4267,M,6531,F
1040-133433-0003_445-123857-0016,1040,M,445,M
460-172357-0001_6529-62554-0022,460,M,6529,M
1098-133695-0067_8797-294123-0028,1098,F,8797,M
1040-133433-0021_8088-284756-0117,1040,M,8088,M
118-47824-0029_2817-142380-0022,118,M,2817,F
2136-5147-0024_3947-13260-0041,2136,M,3947,F
7148-59157-0034_696-93314-0009,7148,F,696,F
5789-70653-0034_8747-293952-0041,5789,F,8747,M
4680-16042-0025_5463-39173-0044,4680,F,5463,M
1743-142913-0027_1594-135914-0128,1743,M,1594,M
3699-47246-0030_1455-138263-0023,3699,M,1455,M
118-47824-0065_2391-145015-0072,118,M,2391,F
40-222-0059_405-130895-0027,40,F,405,M
909-131041-0011_32-21634-0019,909,M,32,F
5514-19193-0019_254-27760-0006,5514,F,254,M
8580-287364-0046_5750-35690-0012,8580,M,5750,M
6181-216552-0028_2384-152900-0024,6181,M,2384,M
6209-34599-0036_8797-294123-0085,6209,M,8797,M
2843-152918-0090_1081-125237-0094,2843,M,1081,M
328-129766-0078_2817-142371-0032,328,F,2817,F
7059-77900-0000_460-172357-0012,7059,F,460,M
5163-39921-0041_3526-175658-0013,5163,F,3526,F
2196-174172-0004_1040-133433-0020,2196,F,1040,M
403-128339-0010_7780-274562-0103,403,F,7780,F
5514-19192-0041_3983-5331-0013,5514,F,3983,F
1263-141777-0035_1970-10594-0019,1263,F,1970,F
2159-179156-0004_302-123516-0014,2159,M,302,F
322-124147-0004_1263-141777-0007,322,F,1263,F
7278-91083-0026_1737-148989-0033,7278,M,1737,F
587-41619-0016_4051-11217-0000,587,F,4051,F
3526-176651-0004_2002-139469-0023,3526,F,2002,M
6880-216547-0004_6147-34607-0024,6880,M,6147,F
1867-154075-0015_1578-140045-0014,1867,M,1578,F
6147-34605-0009_307-127539-0001,6147,F,307,M
6531-61334-0079_4830-25904-0039,6531,F,4830,M
7402-90848-0051_6818-76332-0026,7402,M,6818,F
7794-295948-0001_4214-7146-0080,7794,F,4214,F
8312-279791-0042_125-121124-0000,8312,F,125,F
311-124404-0057_3664-11714-0013,311,M,3664,M
7780-274562-0011_5808-54425-0052,7780,F,5808,M
4859-29340-0017_8123-275209-0000,4859,M,8123,F
3240-131231-0010_730-360-0003,3240,M,730,F
1723-141149-0039_5049-25947-0095,1723,M,5049,M
2384-152900-0015_7178-34644-0052,2384,M,7178,F
2384-152900-0052_2092-145706-0049,2384,M,2092,F
5456-58161-0018_3486-166424-0032,5456,M,3486,M
1723-141149-0081_3440-171006-0017,1723,M,3440,F
1553-140048-0018_8324-286682-0044,1553,F,8324,F
3830-12530-0001_87-121553-0009,3830,M,87,F
3699-19401-0007_4051-11217-0025,3699,M,4051,F
2514-149482-0014_1081-128618-0000,2514,M,1081,M
7402-59171-0003_6437-66173-0004,7402,M,6437,M
887-123291-0010_2691-156745-0001,887,F,2691,F
87-121553-0011_298-126791-0037,87,F,298,F
6272-70168-0008_1867-154075-0039,6272,F,1867,M
4297-13009-0050_7859-102519-0001,4297,F,7859,F
7402-59171-0016_8975-270782-0032,7402,M,8975,F
412-126975-0043_4018-103416-0011,412,M,4018,M
403-128339-0027_2518-154826-0033,403,F,2518,M
5703-47198-0022_1040-133433-0055,5703,M,1040,M
5049-25947-0048_2911-15045-0015,5049,M,2911,M
4853-27671-0025_2196-174172-0032,4853,F,2196,F
6476-57446-0032_4297-13009-0044,6476,F,4297,F
4014-186175-0005_2514-149482-0018,4014,M,2514,M
6081-42010-0005_426-122822-0026,6081,M,426,F
8226-274369-0012_7278-91083-0000,8226,M,7278,M
5049-25947-0040_2391-145015-0065,5049,M,2391,F
1723-141149-0048_4014-186176-0002,1723,M,4014,M
5514-19192-0022_5561-41616-0030,5514,F,5561,F
6818-76332-0046_6064-56168-0002,6818,F,6064,F
150-132655-0008_2416-152137-0024,150,F,2416,F
3664-178366-0021_1553-140048-0040,3664,M,1553,F
1069-133699-0021_6476-57446-0064,1069,F,6476,F
8468-294887-0000_4160-11550-0024,8468,F,4160,F
8465-246940-0023_5463-39173-0019,8465,F,5463,M
3168-173564-0008_27-123349-0022,3168,M,27,M
6000-55211-0059_89-218-0027,6000,F,89,F
3440-171009-0002_5456-24741-0008,3440,F,5456,M
1553-140048-0014_4397-15668-0039,1553,F,4397,M
3486-166424-0009_4137-11701-0023,3486,M,4137,F
460-172359-0095_4859-29340-0039,460,M,4859,M
4014-186179-0003_5688-41232-0002,4014,M,5688,F
445-123857-0014_302-123523-0009,445,M,302,F
2007-132570-0012_3214-167602-0024,2007,F,3214,M
233-155990-0018_4397-15668-0036,233,M,4397,M
83-9960-0045_446-123501-0019,83,F,446,M
6078-54013-0051_8629-261140-0021,6078,F,8629,M
7794-295947-0024_7226-86964-0025,7794,F,7226,M
4859-29340-0016_2514-149482-0044,4859,M,2514,M
4214-7146-0034_4195-186237-0014,4214,F,4195,F
150-126107-0037_125-121124-0014,150,F,125,F
6818-76332-0037_696-93314-0038,6818,F,696,F
3982-182255-0003_6209-34600-0002,3982,F,6209,M
5808-54425-0034_3235-28433-0002,5808,M,3235,F
3857-180923-0013_1081-125237-0095,3857,M,1081,M
1098-133695-0075_8014-112602-0017,1098,F,8014,F
8797-294123-0001_405-130894-0020,8797,M,405,M
4898-20016-0007_5104-33406-0031,4898,M,5104,M
1737-142396-0013_5456-58161-0014,1737,F,5456,M
4406-16882-0052_2691-156755-0031,4406,M,2691,F
2092-145706-0043_5192-19396-0019,2092,F,5192,M
3857-182317-0017_8747-293952-0033,3857,M,8747,M
6925-80680-0079_1263-139804-0017,6925,M,1263,F
6476-57446-0021_3526-176651-0006,6476,F,3526,F
2836-5355-0047_8095-274346-0023,2836,F,8095,M
1743-142912-0004_7190-90542-0043,1743,M,7190,M
1447-130551-0009_3235-11599-0018,1447,F,3235,F
311-124404-0068_198-209-0036,311,M,198,F
5688-41232-0052_2092-145706-0045,5688,F,2092,F
1867-154075-0003_1069-133699-0039,1867,M,1069,F
7178-34645-0008_2002-139469-0005,7178,F,2002,M
696-93314-0045_7278-104730-0003,696,F,7278,M
307-127535-0005_87-121553-0083,307,M,87,F
4481-17498-0002_6385-220959-0030,4481,F,6385,F
4788-91208-0007_8098-275181-0032,4788,M,8098,M
3947-13260-0014_26-495-0032,3947,F,26,M
587-54108-0027_1040-133433-0074,587,F,1040,M
4340-15220-0043_19-227-0055,4340,F,19,F
6209-34601-0037_5688-41232-0043,6209,M,5688,F
3440-171009-0081_1737-142397-0030,3440,F,1737,F
226-122538-0005_3526-176653-0035,226,F,3526,F
7635-105409-0010_1447-130552-0018,7635,F,1447,F
909-131041-0005_1867-154075-0032,909,M,1867,M
233-155990-0032_1898-145724-0001,233,M,1898,F
7302-86814-0044_909-131045-0034,7302,F,909,M
150-126112-0032_5339-14134-0052,150,F,5339,F
7402-59171-0028_254-27760-0030,7402,M,254,M
229-130880-0002_1578-140045-0002,229,M,1578,F
150-126107-0000_3240-131231-0068,150,F,3240,M
4088-158077-0059_3235-28452-0019,4088,F,3235,F
6078-54007-0029_2836-5354-0044,6078,F,2836,F
